customerId,productId,reaction,messageDelay,reactionTimestamp
15993,988,"The focus issue (which was minor) is now fixed, so ignore all those reviews from people who've never even seen one of these cameras.. Sorry Nikon, but Canon still has a lead in the Pro DSLR segment. Specs don't show how truly superior the 1D-MK3 (and the 1Ds-MK3) are to the Nikon D3, but experienced shooters who've used both will see that the Canon's Image Quality is higher, despite a slightly lower pixel count. The 1DMK3 performs at top speed with all features active, the Nikon D3 cheats to achieve full speed.. The most visible difference is seen in the quality of the final image. The 1DMK3 is sharper at every ISO, with noise just as well controlled. Highlight Tone Priority gives the 1DMK3 a 1-stop advantage in dynamic range... that's a big deal.. Most pros are bound by their collection of lenses. The 1DMK3 from Canon gives Canon shooters reason to be happy, they continue to have the world's best DSLR series to go with the world's larges and best collection of lenses..",20000,2013-11-16T21:41:28Z
12065,846,"Windows XP has been running on my old PII 450 for quite some time with zero problems. No crashes, no freezes, no blue screens of death. XP is an excellent OS with many features. For those reviewers with running into problems, you should try to do a clean install. Installing one OS on top of another will always lead to issues..",21000,2010-12-18T21:50:16Z
12966,898,"You get what you pay for. This is a very cheap box connecting to a low cost service so I don't expect perfection, and you don't get it here. For what you pay, you get an excellent product. Lets hope Netflix will offer a premium plan in the future with newer, higher quality titles..",22000,2012-03-26T08:45:53Z
14668,741,"Bought from Office Depot with 129 bucks. I want return it when I found it is mere a hightech toy. But it is already out the 1 month.. It works at home but not as good as driving, it cannot lock to satellite in time before I make wrong turn. Why I didnot start it earlier, Save notebook bettery not allow me work in that way. (I use it with HP zv5000 us).. It comes with SA2005, which is so poor:. 1. No detail on most of the area I interested in (but MS ST does).So it come with feature that you can add street and route if you want. I can add 10 streets in my home town but you cannot add every downtown street you just drive by. I have to work on MS ST to find the point coords then enter into SA, so I would not miss the point too far. Why not use it with ST, because the GPS has difficulty to connect ST though both manufactures say they are nmea 0183 compliance.. 2. All your map mark is not searchable.. 3. Confusible conception on Add/Insert Via/Stop..... 4. Access manu command is hard. Most of them are level 2 even 3 and 4. You can eazily get lost from where you are come from. I tried rember the back manu button but soon forget it in your next trip if you use it once in a month.. 5. Forget the voice command function it is for fun. And premature. (This feature really attract me before I bought but soon you'll find it is useless).. 6. Poor position accuracy and data filtering: Delorme display track called breadcrumble, it is too wide and will interfere your reading of highway switch. MS ST looks better than Delorme SA. Stay somewhere for while, ST has much less fast position data drafting.. Recommand spending little bit more rather than waste money in this way. Bought Handhold GPS+ MS ST. Though it is not that good in portability. But it is real tool to support your trip. And it can support you biking as well..",23000,2014-09-06T02:00:37Z
6919,709,"I live in Buffalo, NY, so to have a GPS that will only work in clear weather is utterly useless. If ALL GPS units were subject to failure in inclement weather, I would accept this situation as par for the course. I have, however, stood side-by-side with my friend who has a TomTom, on a cloudy, snowy day. We compared devices; her TomTom locked on to satellites with a full-strength signal in less than 10 seconds. My Garmin did not find a signal. AT ALL. She also indicated no difficulties finding a signal while driving in a recent full white-out blizzard.. Bottom line: Garmin goes back, TomTom here I come..",24000,2011-09-08T20:26:48Z
13684,766,"I love all of the features it offers. I've owned this camera since November of 2007. Just recently, our house flooded. Well, I was inclined to take pictures for insurance purposes, but when I couldn't find the date/time stamp in the options, I was highly confused. I went online to the Canon support site and could not find anything about it. So, I randomly Googled my problem and came up with a whole bunch of pages and reviews complaining about there not being a date/time stamp.. I love the camera though, even without the date/time stamp. It is very reliable and doesn't drain batteries as fast as a lot of my cheaper cameras. The zoom and speed shot features are, by far, my favorites. I have really shaky hands due to nerve damage, and to be able to catch a picture that's not blurry is a miracle. The neck strap is a good feature too, because of my hands. Although, I have dropped it a few times here and there, it hasn't given me any problems, other than restarting. It is a very sturdy camera and very easy to clean the lense. Before today, I would have given it a 5, but I just can't because of that one flaw. Sorry Canon!. I do have to say, it was one of the best $300 investments I've ever made though, especially with my employee discount. ^_____^.",25000,2013-10-02T01:04:55Z
11461,992,Bottom line you get this phone you wont be mad.... But if you are out of contract and looking for a new provider go with the tour for sprint its a better bang for the buck but the Bold is a wonderful phone tho but nuttin to run home and tell mama about just the wife.,26000,2010-12-19T14:19:35Z
9699,533,"Updated. on Oct 21, 2008.",27000,2012-06-22T19:16:25Z
5581,984,"This camera is brilliant. It's my first dSLR, and while I don't have anything to compare it too, I wouldn't choose any other entry-level SLR on the market. It's been available for a long time now, which means you can get it for a great price. Despite being a number of years old, the quality of the camera matches brand-new beginner SLR that cost twice as much or more.. The image quality of this camera is astounding. Misinformed consumers might think that 6 megapixels is not enough, but I think it's perfect. In fact, because there are fewer megapixels than newer cameras, each individual pixel is more accurate and better quality. This also means that higher ISO levels turn out better as well. The only disadvantage of 6 megapixels is that the images cannot be blown up as big.. Nikons are known for their unmatched ergonomics, and this camera is no exception. It feels great to hold and it's light in weight so it's easy to carry around. The menus are also great and easy to navigate for beginners, but there are also plenty of advanced options for more experienced photographers.. The only real complaint I have is the lack of auto-bracketing, which I'd find very useful and it would be fun to experiment with HDR photography. It can still be done but it's just a bit harder to do manually. 3 autofocus points isn't that much of an issue because I always compose my shot before I take a photo anyway, but people using this camera for action photography (which I wouldn't recommend for this camera anyway) might find this to be a drawback. The only other negative, a reasonably slow burst of 2.5fps, will only apply to action photographers as well, so it doesn't really bother me.. Overall, a great beginner SLR or a good secondary camera for professionals (from what I've heard). The image quality is great, and the positives far outweigh the negatives..",28000,2011-01-16T11:32:54Z
17875,383,"I bought it a month ago and I returned it. The reason: excellent image quality and sound, but if you try to play frame by frame or slow motion, forget it. I called Sony and they said that it doesn't have that feature. So the fwd or rew during play, you can't advance the movie faster viewing the all the sequences of the scenes, just in segments of seconds (10,15 etc) so is hard to search a specific part of a scene.. I think this technology is too young or the factories are stealing our money puting new features (new?) little by little so you have to buy a new model every year. Is bizarre that you can't play slow motion in 2009. There is no sense.. I read that the Panasonic Blu-ray is the only player that it has that features..",29000,2012-09-25T08:03:24Z
12529,486,"This is an awesome little mp3 player. The visual screen allows you to sort through your music a bit more efficiently than the iPod Shuffle (my wife owns one) The clip is sturdy and really does clip on to everything. The built-in FM radio is a nice feature as is the audio book and voice recorder function. For the price, you just can't beat this multi-functional, feature-packed little powerhouse. The only reason I'm not giving it a 10 is because the headphones that came with it weren't as good as the Koss noise-cancelling phones I upgraded to. And I should say that the phones that came with the unit aren't bad, just not enough high end and booming bass for my liking..",30000,2013-01-04T04:22:09Z
14142,535,Sony is still my top choice of Blu-ray player along with Samsung..,31000,2010-02-22T19:43:28Z
19155,375,"since apple will only replace the unit but is not responsible for data loss, i dont recommend this for back ups. its very unreliable. it failed exactly a month after purchase. i lost 500gb on my 1tb time capsule. catch 22 is if you open it to extract the hard drive, you void the warranty. and it will cost you twice as much as the unit to get your data at a data recovery specialist..",32000,2014-12-24T03:40:56Z
14321,355,"My 3rd My Book from Western Digital, and works like a charm. I love the on/off button, it runs very quietly, looks great, and haven't had a single problem with it outside of normal Vista woes. Opened it, plugged it in, and recognized immediately. backup software works great, letting me choose specific files, drives, or folders, that I want to backup. Unlike some harddrives I've had, this one only spins when I'm accessing it, saving considerable life. Speed is great, haven't had any problems from any of my books in 2 years. Though the premium is a little pricey. Look for it on sale/clearance. If only it came blank without the couple of crapware bits..",33000,2013-11-04T12:34:08Z
11780,762,"I wish I had bought this years ago. It saved my marriage. My wife and I are always lost and always balme each other. I am useless with a map. It is so easy to use, setup and navigate. I was up and running in minutes. The best thing is the Points of Interest. You can type in swim and it will find all the indoor and outdoor pools nearby and direct you. We discovered beaches and parks nearby that we did not even know existed!! I tried the TOM TOM and this beats it hands down..",34000,2009-05-05T21:37:07Z
7482,1,"This thing is so advanced, it feels like you're holding something from 10 years in the future. I can't believe that they made something this good, this small.. I wish I could figure out an easy way to convert and upload some of my vids into it, without having to buy new ones from Apple.. I don't imagine there are too many 3 party apps for this yet on a new device..",35000,2014-07-01T18:36:44Z
10384,801,"No one produces a complete product like Apple. Hardware manufacturers will try to stuff more things into a phone to try and beat the iPhone hardware and Google will try to beat Apple on the OS, but neither can integrate the two like Apple does. This is why the iPhone always feels right when you use it..",36000,2010-08-30T11:25:40Z
7560,763,Buy it you'll be gald you spent the money. Thanks Nikon!.,37000,2011-08-02T16:54:49Z
19630,985,"This is a good phone. Froyo works well with this processor. It is a heavy hitter, but, it will withstand a fall because of its construction. Most people will adopt something less expensive and you will get what you paid for..",38000,2012-02-25T23:38:26Z
14657,428,Get this phone u wont regret..,39000,2010-04-26T16:37:03Z
20153,327,"I like this camera so far, will come back later in 2-3 months from now..",40000,2014-05-26T23:06:18Z
13043,872,"Bottom line, it's the best player I've bought so far.. I mean, I just bought it because I love Creative, but I have to say, this is the best player by far.. I loved their Vision:M although it was my friend's, I just kept playing with it. But this tops it.. They kept the large 2.5'' screen which is absolutely beautiful. Pictures and movies look terrific on this screen. I'm glad they kept the screen size and put it into this very small and slim player, it makes it more pocket-friendly.. As expected from Creative, it has an array of features. It also supports AAC now, but I don't have those so I didn't really need it, but I know most people do. It supports many types of files which is great since you don't have to convert every single file into one file type. I've never had a problem with the program it comes with since it's pretty easy to use.. And something new from Creative, the SD card slot. I've never used those before, but they've proved to be quite handy for extra memory....not that 16GB isn't enough for me. I'm good with even just 4 or 8GB but just in case. I do watch a lot of anime shows so it was perfect for viewing those.. Oh and it has great battery life. One charge and I was listening and watching for two days. GREAT.. It is pretty affordable when you think about all the things that the player comes with and all its capabilities. I mean, I got this from Circuit City for about $170 (more or less) and that's really good for a 16GB player with this many features.. So I highly highly highly HIGHLY recommend this. I don't know how much I can stress it but it's absolute genius. I mean, unless you hate the controls, which I thought were good and pretty straightforward. I don't expect touch control or anything like that. Just easy-to-use tactile buttons.. SO GET THIS. NOW. XDDD.",41000,2012-01-28T13:55:39Z
5955,962,"This was a great camera, and it managed to last a year longer than its warranty guaranteed. Then eventually flash stopped working and so did it's tolerance for low light.. The only issues that I had with it were the ones listed next to the Cons above.. Such as the Picture Quality: Flash is okay, but sometimes it adds too much contrast into a picture, but it's hardly ever blurry. Flash also delays for about three seconds--maybe longer--before it actually takes a picture, which is undoubtedly frustrating. Without Flash on, the pictures can come out blurry unless you have it on the proper ISO setting. Make sure you have a steady hand.. The problem with the videos is pretty minor. It doesn't take up too much space as long as it's a minute or less and the battery doesn't wear out too much faster. The video con was really just a warning.. Other than those things, the camera was great. The quality was good when I could get it to work, and it lasted two years.. It's a good camera, especially for not being one of jthe latest models..",42000,2009-05-24T03:12:30Z
10476,756,"Unlike others I found it extremely easy to setup Wi-Fi, and streaming audio, video and pictures from my PC is great. The slideshow feature when playing music files is great, slideshows all the pictures in the same folder as mp3 file. Quick loading of BluRay disc. Plays DIVX/XVID from disc or PC, unfortunately no support for XVID-HD. All in all I like this player, it's my first blu-ray player..",43000,2014-08-24T11:24:55Z
16541,366,"I've had this camera for a little while, and on its own merits it is a terrific snapshot camera, a wonderful value for a casual user. Some of the in-camera options are very intuitive, like the in-camera red eye removal tool and other post-shot editing options.. I was looking for a second camera I could use when I simply couldn't have my SLR (which seems to be more and more often these days) and while the photo quality has been excellent, I really don't know why Canon didn't add simple manual controls to this camera. There is a manual mode, but this doesn't allow shutter speed / aperture control, just white balance.. Don't misinterpret; the images are very high quality, the camera is very intuitive and I am going to keep using it as a night-on-the-town shooter. I would seriously consider this camera if you are one to just keep it on auto (the camera almost always creates a great shot). Photo junkies, just don't expect to get nearly as creative as you may be used to..",44000,2009-12-04T13:43:48Z
741,415,"It costs significantly less than a PS3, and has the best library of hi-def games available. The PS3 may catch up in that regard, but until then, this is the system to beat..",45000,2011-09-22T06:22:27Z
20367,966,i love this mp3 mainly because the mp3 has awesome video and audio quality!!!!ibought it for $99.99 at best buy(4gb)it is a great and a small mp3 AND Its worth the price!!!!the only thing that i hated was that i had to pay $12.95 for the video software to convert video into mp4 plus it takes a really long time for the video to convert!!!but thats my only grip (sony should really just include the software you need when you purchase the mp3!!!).,46000,2013-04-20T01:01:00Z
14674,318,"I have had this tv for 3 weeks, and in that time i have fell in love with this thing. The looks of this unit are awesome, if you have a darker theme'd room then this TV will definatly fit right on (as is the case with my room). The picture quality is amazing, but i dont have much to compare it to as this is my first HDTV, but i can see how cnet says it is amazing cause side by side at bestbuy their is no comparison.. The main selling point for me that i found in this TV was the price, at about $2500 canadian MSRP (you can find it for like $2200 if you look around) it is a steal. I honestly cant get over how some TV's still get away with a huge markup for canada (cough westinghouse cough), so if your canadian this is definaly a TV to be considering..",47000,2012-10-01T16:52:17Z
9196,916,buy it!!!!!!.,48000,2011-04-01T04:47:10Z
